,Name,District,Address,Price ($) p/m,Size (m2),Price per m2,Link
0,OCBC Centre,D1,Chulia St,60000,6000,10.0,https://www.99.co/singapore/commercial/rent/property/ocbc-centre-office-XLTnv8rWQYnpNef8rVd3xt#enquiry_source--Search
1,OCBC Centre,D1,Chulia St,50000,5000,10.0,https://www.99.co/singapore/commercial/rent/property/ocbc-centre-office-EftxRHydgU4vSHKLyUvLLU#enquiry_source--Search
2,OCBC Centre,D1,Chulia St,45000,4500,10.0,https://www.99.co/singapore/commercial/rent/property/ocbc-centre-office-SwxBwsxDtTg542X7uLTGnz#enquiry_source--Search
3,OCBC Centre,D1,Chulia St,40000,4000,10.0,https://www.99.co/singapore/commercial/rent/property/ocbc-centre-office-FwDBF4uzwKbEGib7Qwg9LN#enquiry_source--Search
4,OCBC Centre,D1,Chulia St,35000,3500,10.0,https://www.99.co/singapore/commercial/rent/property/ocbc-centre-office-C3yoxd3ravHbi6x6NdX7N9#enquiry_source--Search
5,OCBC Centre,D1,Chulia St,30000,3000,10.0,https://www.99.co/singapore/commercial/rent/property/ocbc-centre-office-LFgoqCH4ab5Af3tzomfNAg#enquiry_source--Search
6,OCBC Centre,D1,Chulia St,25000,2500,10.0,https://www.99.co/singapore/commercial/rent/property/ocbc-centre-office-W6FDEre6w5ESuctGjHDbVU#enquiry_source--Search
7,OCBC Centre,D1,Chulia St,20000,2000,10.0,https://www.99.co/singapore/commercial/rent/property/ocbc-centre-office-MowWNkF7qLTEq6MsaGJ4LF#enquiry_source--Search
8,OCBC Centre,D1,Chulia St,15000,1500,10.0,https://www.99.co/singapore/commercial/rent/property/ocbc-centre-office-32jbuRqayr4qUiuTWCY9WP#enquiry_source--Search
9,OCBC Centre,D1,Chulia St,10000,1000,10.0,https://www.99.co/singapore/commercial/rent/property/ocbc-centre-office-FWX5nfVcY4PEd4VWtNEW9m#enquiry_source--Search
10,Parkway Parade,D15,Marine Parade Rd,6200,956,6.49,https://www.99.co/singapore/commercial/rent/property/parkway-parade-office-4KwgbFGmNxeqBS3Q7TKFrU#enquiry_source--Search
11,Asia Square Towers,D1,Marina View,182000,14000,13.0,https://www.99.co/singapore/commercial/rent/property/asia-square-towers-office-d6uhGz5cStBmsJf9Vaxsyp#enquiry_source--Search
12,Asia Square Towers,D1,Marina View,169000,13000,13.0,https://www.99.co/singapore/commercial/rent/property/asia-square-towers-office-faPoSPyhY6tNa45eTtRSsQ#enquiry_source--Search
13,Asia Square Towers,D1,Marina View,156000,12000,13.0,https://www.99.co/singapore/commercial/rent/property/asia-square-towers-office-Yv3FxT2kUL2jxhnbhbGwJ4#enquiry_source--Search
14,Asia Square Towers,D1,Marina View,143000,11000,13.0,https://www.99.co/singapore/commercial/rent/property/asia-square-towers-office-gFU7WRr8VeU9opTnpafXsM#enquiry_source--Search
15,Asia Square Towers,D1,Marina View,130000,10000,13.0,https://www.99.co/singapore/commercial/rent/property/asia-square-towers-office-GBJqJejogUc2JFcAXKuQjt#enquiry_source--Search
16,Asia Square Towers,D1,Marina View,117000,9000,13.0,https://www.99.co/singapore/commercial/rent/property/asia-square-towers-office-VViFHnTZKMsWcAymoSRoYj#enquiry_source--Search
17,Asia Square Towers,D1,Marina View,104000,8000,13.0,https://www.99.co/singapore/commercial/rent/property/asia-square-towers-office-VfAuDfmJDUoHir4a8HLktQ#enquiry_source--Search
18,Asia Square Towers,D1,Marina View,91000,7000,13.0,https://www.99.co/singapore/commercial/rent/property/asia-square-towers-office-4oiK54P6nmydQheQKpqnjK#enquiry_source--Search
19,Asia Square Towers,D1,Marina View,78000,6000,13.0,https://www.99.co/singapore/commercial/rent/property/asia-square-towers-office-NdJ6yPVjsCd8cSkgCFJgNC#enquiry_source--Search
20,Asia Square Towers,D1,Marina View,65000,5000,13.0,https://www.99.co/singapore/commercial/rent/property/asia-square-towers-office-Jpqr4G3wvPykkDxmeSMhDQ#enquiry_source--Search
21,Asia Square Towers,D1,Marina View,58500,4500,13.0,https://www.99.co/singapore/commercial/rent/property/asia-square-towers-office-M4BrHMG3GF6CDwr4KcpAaa#enquiry_source--Search
22,Asia Square Towers,D1,Marina View,52000,4000,13.0,https://www.99.co/singapore/commercial/rent/property/asia-square-towers-office-Tp7o3YrTr6XYyXKSDdJcjp#enquiry_source--Search
23,Asia Square Towers,D1,Marina View,45500,3500,13.0,https://www.99.co/singapore/commercial/rent/property/asia-square-towers-office-3hfxrQDAoKHJAjbzqMFMC3#enquiry_source--Search
24,Asia Square Towers,D1,Marina View,39000,3000,13.0,https://www.99.co/singapore/commercial/rent/property/asia-square-towers-office-GdDwe6P7378YvjacS8o3ZQ#enquiry_source--Search
25,Asia Square Towers,D1,Marina View,32500,2500,13.0,https://www.99.co/singapore/commercial/rent/property/asia-square-towers-office-hqx9RLgCf6KnxVNGZ9shcn#enquiry_source--Search
26,Asia Square Towers,D1,Marina View,26000,2000,13.0,https://www.99.co/singapore/commercial/rent/property/asia-square-towers-office-nLBrJeB8vpkHKxPSg3kP7s#enquiry_source--Search
27,Asia Square Towers,D1,Marina View,19500,1500,13.0,https://www.99.co/singapore/commercial/rent/property/asia-square-towers-office-2qNVEgSjXSx2FHsp7SrEAV#enquiry_source--Search
28,Camden Centre / Camden Medical Centre,D10,Orchard Boulevard,10010,770,13.0,https://www.99.co/singapore/commercial/rent/property/camden-centre-camden-medical-centre-office-V9P3feEkGBRB7bVzr5SKVR#enquiry_source--Search
29,Marina Bay Financial Centre,D1,Marina Boulevard,312000,24000,13.0,https://www.99.co/singapore/commercial/rent/property/marina-bay-financial-centre-office-3968pYhYCqHSekVNjzYpTZ#enquiry_source--Search
30,Marina Bay Financial Centre,D1,Marina Boulevard,299000,23000,13.0,https://www.99.co/singapore/commercial/rent/property/marina-bay-financial-centre-office-9ctmQvxnEDCnkSbbHjXGHu#enquiry_source--Search
31,Marina Bay Financial Centre,D1,Marina Boulevard,286000,22000,13.0,https://www.99.co/singapore/commercial/rent/property/marina-bay-financial-centre-office-MR4g6FS2teJakAdTphmB2s#enquiry_source--Search
32,Marina Bay Financial Centre,D1,Marina Boulevard,273000,21000,13.0,https://www.99.co/singapore/commercial/rent/property/marina-bay-financial-centre-office-DfvriNAbodRpTJtkQRQKqt#enquiry_source--Search
33,Marina Bay Financial Centre,D1,Marina Boulevard,260000,20000,13.0,https://www.99.co/singapore/commercial/rent/property/marina-bay-financial-centre-office-VveSF2P7xiw9ZhrSgjvHQd#enquiry_source--Search
34,Marina Bay Financial Centre,D1,Marina Boulevard,247000,19000,13.0,https://www.99.co/singapore/commercial/rent/property/marina-bay-financial-centre-office-n3L7HEoo5Dok4w7jZRjAcT#enquiry_source--Search
35,Marina Bay Financial Centre,D1,Marina Boulevard,234000,18000,13.0,https://www.99.co/singapore/commercial/rent/property/marina-bay-financial-centre-office-PBjkV2xx9HbissoKKicooL#enquiry_source--Search
36,Marina Bay Financial Centre,D1,Marina Boulevard,221000,17000,13.0,https://www.99.co/singapore/commercial/rent/property/marina-bay-financial-centre-office-asbk4Fz8456Fi2Q4hziaHt#enquiry_source--Search
37,Marina Bay Financial Centre,D1,Marina Boulevard,208000,16000,13.0,https://www.99.co/singapore/commercial/rent/property/marina-bay-financial-centre-office-RFxjSiQ7by83FcjyviRyPh#enquiry_source--Search
39,Marina Bay Financial Centre,D1,Marina Boulevard,182000,14000,13.0,https://www.99.co/singapore/commercial/rent/property/marina-bay-financial-centre-office-6nRhikAu9G9agf3u4rYv5j#enquiry_source--Search
40,Marina Bay Financial Centre,D1,Marina Boulevard,169000,13000,13.0,https://www.99.co/singapore/commercial/rent/property/marina-bay-financial-centre-office-DmvVcrc7XFwCB63hzLi8Cx#enquiry_source--Search
41,Marina Bay Financial Centre,D1,Marina Boulevard,156000,12000,13.0,https://www.99.co/singapore/commercial/rent/property/marina-bay-financial-centre-office-ZJTkWZPa2mgS7dQdMpwTfs#enquiry_source--Search
42,Marina Bay Financial Centre,D1,Marina Boulevard,143000,11000,13.0,https://www.99.co/singapore/commercial/rent/property/marina-bay-financial-centre-office-6YkQVhi2CFiJcizvSxkRYt#enquiry_source--Search
43,Marina Bay Financial Centre,D1,Marina Boulevard,130000,10000,13.0,https://www.99.co/singapore/commercial/rent/property/marina-bay-financial-centre-office-8aP6NSdvHZFAZdGyCwxwdn#enquiry_source--Search
44,Marina Bay Financial Centre,D1,Marina Boulevard,117000,9000,13.0,https://www.99.co/singapore/commercial/rent/property/marina-bay-financial-centre-office-94rYDdwmsEdD6fXdCJJ3g3#enquiry_source--Search
45,Marina Bay Financial Centre,D1,Marina Boulevard,104000,8000,13.0,https://www.99.co/singapore/commercial/rent/property/marina-bay-financial-centre-office-NAyHytbrSvpdwZfXD2EWrH#enquiry_source--Search
46,Marina Bay Financial Centre,D1,Marina Boulevard,91000,7000,13.0,https://www.99.co/singapore/commercial/rent/property/marina-bay-financial-centre-office-Qb2fjrJbyPLTFLLjxwHBcT#enquiry_source--Search
47,Marina Bay Financial Centre,D1,Marina Boulevard,78000,6000,13.0,https://www.99.co/singapore/commercial/rent/property/marina-bay-financial-centre-office-XDpJmbJx9Ai7yXVjvvRXb6#enquiry_source--Search
48,Marina Bay Financial Centre,D1,Marina Boulevard,65000,5000,13.0,https://www.99.co/singapore/commercial/rent/property/marina-bay-financial-centre-office-J2xk5VPs7MzMJGG2pZM6nC#enquiry_source--Search
49,Marina Bay Financial Centre,D1,Marina Boulevard,58500,4500,13.0,https://www.99.co/singapore/commercial/rent/property/marina-bay-financial-centre-office-N6Dh3rNPwyZ9gZbJtxfAGD#enquiry_source--Search
50,Marina Bay Financial Centre,D1,Marina Boulevard,52000,4000,13.0,https://www.99.co/singapore/commercial/rent/property/marina-bay-financial-centre-office-nZFNxVUAUQZpmwTVRxSE4n#enquiry_source--Search
51,Marina Bay Financial Centre,D1,Marina Boulevard,45500,3500,13.0,https://www.99.co/singapore/commercial/rent/property/marina-bay-financial-centre-office-ArEATiRCwe3WE9V4uoiTgH#enquiry_source--Search
52,Marina Bay Financial Centre,D1,Marina Boulevard,39000,3000,13.0,https://www.99.co/singapore/commercial/rent/property/marina-bay-financial-centre-office-4KZVw8iLuh6hsM5RHpmsdf#enquiry_source--Search
53,Marina Bay Financial Centre,D1,Marina Boulevard,32500,2500,13.0,https://www.99.co/singapore/commercial/rent/property/marina-bay-financial-centre-office-VxKNU72aiY4EkwHgrAPKFg#enquiry_source--Search
54,Marina Bay Financial Centre,D1,Marina Boulevard,26000,2000,13.0,https://www.99.co/singapore/commercial/rent/property/marina-bay-financial-centre-office-dGvPr4fBjyxjqCnfqNdn6V#enquiry_source--Search
55,Neil Road,D2,Neil Rd,58000,6600,8.79,https://www.99.co/singapore/commercial/rent/property/neil-road-office-NJP7doiZ7h4W2YbxNXEWoT#enquiry_source--Search
56,Tanjong Pagar Conservation Area,D2,Tras St,19500,2600,7.5,https://www.99.co/singapore/commercial/rent/property/tanjong-pagar-conservation-area-office-Wdpf9JkTGoAPwhHAvvywkc#enquiry_source--Search
57,Tanjong Pagar Conservation Area,D2,Tras St,8800,1200,7.33,https://www.99.co/singapore/commercial/rent/property/tanjong-pagar-conservation-area-office-4fMXw9ZX5GtW3PJnyUR9qV#enquiry_source--Search
58,The Central,D1,Eu Tong Sen St,5500,850,6.47,https://www.99.co/singapore/commercial/rent/property/the-central-office-YCwRuxafxbpS5xqyScs98M#enquiry_source--Search
59,The Adelphi,D6,Coleman St,1900,300,6.33,https://www.99.co/singapore/commercial/rent/property/the-adelphi-office-BTbWMDNwzVjnQLgmCgjprf#enquiry_source--Search
60,Sunshine Plaza,D7,Bencoolen St,4000,517,7.74,https://www.99.co/singapore/commercial/rent/property/sunshine-plaza-office-ekuu5zwtvCfduvgfx2LVAR#enquiry_source--Search
61,Orchard Towers,D9,Orchard Rd,1600,355,4.51,https://www.99.co/singapore/commercial/rent/property/orchard-towers-office-LkBj4voLo4pvKxZmKx7GoW#enquiry_source--Search
62,Malacca Centre,D1,Malacca St,12500,1860,6.72,https://www.99.co/singapore/commercial/rent/property/malacca-centre-office-YdmKGaFxBge67Rz3HgoTTQ#enquiry_source--Search
63,Spazio @ Kovan,D19,Upp Serangoon Rd,2500,409,6.11,https://www.99.co/singapore/commercial/rent/property/spazio-kovan-office-anC2V5Zb5VSkPANrVSuRs#enquiry_source--Search
64,GR.ID,D7,Selegie Rd,128000,15000,8.53,https://www.99.co/singapore/commercial/rent/property/grid-office-YXSAZsAcKuCyFy4iUU6Rdm#enquiry_source--Search
65,Suntec City Towers,D1,Temasek Boulevard,24650,2443,10.09,https://www.99.co/singapore/commercial/rent/property/suntec-city-towers-office-PDy96A87cW3rQvcmjqBhUw#enquiry_source--Search
66,Orchard Towers,D9,Orchard Rd,6000,1650,3.64,https://www.99.co/singapore/commercial/rent/property/orchard-towers-office-mQKZokFuGXqhFaCbHq3Weg#enquiry_source--Search
67,Cecil Street,D1,Cecil St,5023,897,5.6,https://www.99.co/singapore/commercial/rent/property/cecil-street-office-fhU9CoMQEXCdURjesHRix9#enquiry_source--Search
68,Cecil Street,D1,Cecil St,56179,10032,5.6,https://www.99.co/singapore/commercial/rent/property/cecil-street-office-wCnyBbg6xBx8MxysbXbTfQ#enquiry_source--Search
69,Orchard Towers,D9,Orchard Rd,950,320,2.97,https://www.99.co/singapore/commercial/rent/property/orchard-towers-office-3TwbsVzptssnTSExkJBuUq#enquiry_source--Search
70,Centrium Square,D8,Serangoon Rd,3800,570,6.67,https://www.99.co/singapore/commercial/rent/property/centrium-square-office-cTawq4b8Wxs3sgUa3UfxoV#enquiry_source--Search
71,Woods Square,D25,Woodlands Square,3000,560,5.36,https://www.99.co/singapore/commercial/rent/property/woods-square-office-f4S4XEoTxhX2MQVedB5ebf#enquiry_source--Search
72,T-Space,D18,Tampines Nth Dr 1,7800,2422,3.22,https://www.99.co/singapore/commercial/rent/property/tspace-office-kosbpmGVXbM4pnb9JKapLk#enquiry_source--Search
73,Woods Square,D25,Woodlands Square,9988,1722,5.8,https://www.99.co/singapore/commercial/rent/property/woods-square-office-k74kVzHBxf4vYqTEMMPLEx#enquiry_source--Search
74,Eunos Techpark,D14,Kaki Bt Pl,7000,2000,3.5,https://www.99.co/singapore/commercial/rent/property/eunos-techpark-office-cWVXKdBQEpVMAHt4ystHhF#enquiry_source--Search
75,Suntec City Towers,D1,Temasek Boulevard,31050,2960,10.49,https://www.99.co/singapore/commercial/rent/property/suntec-city-towers-office-oRDUpq6GJgYHpqM9sJZxZp#enquiry_source--Search
76,Suntec City Towers,D1,Temasek Boulevard,20680,1970,10.5,https://www.99.co/singapore/commercial/rent/property/suntec-city-towers-office-RiaJGZgVfp9GTkuEZdirsa#enquiry_source--Search
77,Jun Xin Building,D7,Nth Bridge Rd,15870,3170,5.01,https://www.99.co/singapore/commercial/rent/property/jun-xin-building-office-8zwmEwKdChbS932aky6CiF#enquiry_source--Search
78,Tong Eng Building,D1,Cecil St,6380,1227,5.2,https://www.99.co/singapore/commercial/rent/property/tong-eng-building-office-sironeS8sMt6jvuK2opMai#enquiry_source--Search
79,The Adelphi,D6,Coleman St,2200,300,7.33,https://www.99.co/singapore/commercial/rent/property/the-adelphi-office-axRktwwRgF5JA4CWkbHAkG#enquiry_source--Search
80,Peninsula Plaza,D6,Nth Bridge Rd,9412,1776,5.3,https://www.99.co/singapore/commercial/rent/property/peninsula-plaza-office-dUWV2EEbPzQmAX5VHsonvJ#enquiry_source--Search
81,Science Centre Road,D22,Science Centre Rd,12500,3465,3.61,https://www.99.co/singapore/commercial/rent/property/science-centre-road-office-2Z26aVgerJ8Md6knZAtkWC#enquiry_source--Search
82,United Square,D11,Thomson Rd,6975,930,7.5,https://www.99.co/singapore/commercial/rent/property/united-square-office-MxTtuqSWnLfrWzdY7qngmt#enquiry_source--Search
83,Malacca Centre,D1,Malacca St,13500,1830,7.38,https://www.99.co/singapore/commercial/rent/property/malacca-centre-office-6sYWEi42dDFrYpj457Rb5L#enquiry_source--Search
84,Midview City,D20,Sin Ming Lane,1350,230,5.87,https://www.99.co/singapore/commercial/rent/property/midview-city-office-hqnCq7FmbxBVVZCftqPb6H#enquiry_source--Search
85,Raffles City Tower,D6,Nth Bridge Rd,8800,1021,8.62,https://www.99.co/singapore/commercial/rent/property/raffles-city-tower-office-FXrErCjM8aDj4bVmLrdyxM#enquiry_source--Search
86,North Bridge Centre,D7,Nth Bridge Rd,1746,291,6.0,https://www.99.co/singapore/commercial/rent/property/north-bridge-centre-office-RKzGaaBMegAHFGHdbm8pKp#enquiry_source--Search
87,Icb Enterprise House,D7,Middle Rd,1200,250,4.8,https://www.99.co/singapore/commercial/rent/property/icb-enterprise-house-office-XsYv3BykFXW6sNNGJ2HYSP#enquiry_source--Search
88,Petain Road/Tyrwhitt Road Conservation Area,D8,Jln Besar,17900,5320,3.36,https://www.99.co/singapore/commercial/rent/property/petain-roadtyrwhitt-road-conservation-area-office-cmyyqDAD7Kcca9PuYqwAb4#enquiry_source--Search
89,Wave9,D27,Woodlands Industrial Pk E9,4500,1732,2.6,https://www.99.co/singapore/commercial/rent/property/wave9-office-XHh92SbL2m8CKrMdgqBg3p#enquiry_source--Search
90,ADL Building,D22,Toh Guan Rd East,2142,590,3.63,https://www.99.co/singapore/commercial/rent/property/adl-building-office-BUGe45XRERW9RCAw55o43S#enquiry_source--Search
91,Science Centre Road,D22,Science Centre Rd,4000,1150,3.48,https://www.99.co/singapore/commercial/rent/property/science-centre-road-office-i62LpwygPKHsicrdVFRjri#enquiry_source--Search
92,Parkway Centre,D15,Marine Parade Ctrl,6000,1098,5.46,https://www.99.co/singapore/commercial/rent/property/parkway-centre-office-HtzGBCU4nmeSzF3zgm2Xak#enquiry_source--Search
93,Fortune Centre,D7,Middle Rd,8000,1668,4.8,https://www.99.co/singapore/commercial/rent/property/fortune-centre-office-8yGWZjX8npaVfKPFSo9gmE#enquiry_source--Search
94,The Plaza,D7,Beach Rd,5600,1249,4.48,https://www.99.co/singapore/commercial/rent/property/the-plaza-office-3eKDEfUvSYpfWdnHh3vKmE#enquiry_source--Search
95,Woods Square,D25,Woodlands Square,2350,549,4.28,https://www.99.co/singapore/commercial/rent/property/woods-square-office-syjGRSAueGgKv88cvAC4jY#enquiry_source--Search
96,Eastgate,D15,East Coast Rd,4800,1195,4.02,https://www.99.co/singapore/commercial/rent/property/eastgate-office-LZxEcHvek6L4QxGvLvdFb3#enquiry_source--Search
97,One Pemimpin,D20,Pemimpin Dr,3500,1141,3.07,https://www.99.co/singapore/commercial/rent/property/one-pemimpin-office-en65Fvxs5csLNNwjz2jwYu#enquiry_source--Search
98,Raffles Place,D1,Raffles Pl,40000,4100,9.76,https://www.99.co/singapore/commercial/rent/property/raffles-place-office-hHkUv7eLcBZHREXPZfBszz#enquiry_source--Search
99,Jit Poh Building,D2,Keppel Rd,7540,1300,5.8,https://www.99.co/singapore/commercial/rent/property/jit-poh-building-office-Hq2hqPyt7tMshqrjYF4c78#enquiry_source--Search
100,Woodlands 11,D25,Woodlands Cl,1500,438,3.42,https://www.99.co/singapore/commercial/rent/property/woodlands-11-office-Nx63CMqf2jtNtZY4q3JRn7#enquiry_source--Search
101,Amoy Street,D1,Amoy St,4600,894,5.15,https://www.99.co/singapore/commercial/rent/property/amoy-street-office-GQvqCKwJyy4gKF3cgyBRCD#enquiry_source--Search
102,Union Building,D2,Tras St,3200,615,5.2,https://www.99.co/singapore/commercial/rent/property/union-building-office-SjWSN6SFTHZHSxb3yesjqL#enquiry_source--Search
103,Suntec City Towers,D1,Temasek Boulevard,31700,2885,10.99,https://www.99.co/singapore/commercial/rent/property/suntec-city-towers-office-NeLv4LsPL8CUmnysThmb7Z#enquiry_source--Search
104,Suntec City Towers,D1,Temasek Boulevard,10320,983,10.5,https://www.99.co/singapore/commercial/rent/property/suntec-city-towers-office-P4Hh6ngkHH3sPXF7kjPMvi#enquiry_source--Search
105,Woods Square,D25,Woodlands Square,4800,1044,4.6,https://www.99.co/singapore/commercial/rent/property/woods-square-office-QAXMUtS7J8G96KbebR2hRW#enquiry_source--Search
106,Peninsula Plaza,D6,Nth Bridge Rd,13110,2185,6.0,https://www.99.co/singapore/commercial/rent/property/peninsula-plaza-office-HajJXYFYyDh2W9BRLL4tWw#enquiry_source--Search
107,Keck Seng Tower,D1,Cecil St,7092,1182,6.0,https://www.99.co/singapore/commercial/rent/property/keck-seng-tower-office-8yaDgTe62pyyJBvU5jF4ov#enquiry_source--Search
108,Valley Point,D10,River Valley Rd,9900,1539,6.43,https://www.99.co/singapore/commercial/rent/property/valley-point-office-MwWDFKDKnGsxs8CJa4X3wg#enquiry_source--Search
109,Science Centre Road,D22,Science Centre Rd,13167,3465,3.8,https://www.99.co/singapore/commercial/rent/property/science-centre-road-office-MYAiAYWnDQdz8ZJurRk4c6#enquiry_source--Search
110,People's Park Centre,D1,Upp Cross St,2180,430,5.07,https://www.99.co/singapore/commercial/rent/property/peoples-park-centre-office-5y5o5xTyq4itvpQvyo8uKV#enquiry_source--Search
111,Woods Square,D25,Woodlands Square,2576,560,4.6,https://www.99.co/singapore/commercial/rent/property/woods-square-office-JUUQGuDzTfL297f9msii7a#enquiry_source--Search
112,One Holland Village Residences / One Holland Village,D10,Holland Village Way,27730,6650,4.17,https://www.99.co/singapore/commercial/rent/property/one-holland-village-office-SHcsXsubW5KGkdkZf5gz7i#enquiry_source--Search
113,Lew Building,D1,Nth Canal Rd,5500,1300,4.23,https://www.99.co/singapore/commercial/rent/property/lew-building-office-5z9SNBQTQbcNZ8QJZSGuW#enquiry_source--Search
114,Tanglin Shopping Centre,D10,Tanglin Rd,2100,344,6.1,https://www.99.co/singapore/commercial/rent/property/tanglin-shopping-centre-office-4NxWPNxSJhd5XuEDJLvnN7#enquiry_source--Search
115,Alexandra Road,D5,Alexandra Rd,30000,6000,5.0,https://www.99.co/singapore/commercial/rent/property/alexandra-road-office-o6AXspFNeEUkzuU49YfxWF#enquiry_source--Search
116,Arc 380,D8,Jln Besar,4480,700,6.4,https://www.99.co/singapore/commercial/rent/property/arc-380-office-pfUZju2HzFekkjV28gA6vV#enquiry_source--Search
117,International Plaza,D2,Anson Rd,8267,1378,6.0,https://www.99.co/singapore/commercial/rent/property/international-plaza-office-JouPnLgFePkjMXcHFW939P#enquiry_source--Search
118,Bylands Building,D7,Middle Rd,5900,1323,4.46,https://www.99.co/singapore/commercial/rent/property/bylands-building-office-3nTAKqpPHctLJhy6mgS47#enquiry_source--Search
119,Guoco Tower,D2,Wallich St,71000,5091,13.95,https://www.99.co/singapore/commercial/rent/property/guoco-tower-office-nCqPBJWyRomgP9TuX8BwAT#enquiry_source--Search
120,OCBC Centre,D1,Chulia St,17100,1710,10.0,https://www.99.co/singapore/commercial/rent/property/ocbc-centre-office-gihGePoocEaxKAB5XvbeiT#enquiry_source--Search
121,One Raffles Place,D1,Raffles Pl,125160,10430,12.0,https://www.99.co/singapore/commercial/rent/property/one-raffles-place-office-5jZo3JaLodpEJtgqy9gHpD#enquiry_source--Search
122,International Building,D9,Orchard Rd,4320,480,9.0,https://www.99.co/singapore/commercial/rent/property/international-building-office-bRi5RFNFzeMZ2f6nr3vbvC#enquiry_source--Search
123,Peninsula Plaza,D6,Nth Bridge Rd,9872,1732,5.7,https://www.99.co/singapore/commercial/rent/property/peninsula-plaza-office-BaVd3PZ3pR7WGKZWGbM9AP#enquiry_source--Search
124,International Building,D9,Orchard Rd,8500,1055,8.06,https://www.99.co/singapore/commercial/rent/property/international-building-office-9377ec7ZGWfJDeMBGjoj35#enquiry_source--Search
125,Keck Seng Tower,D1,Cecil St,8800,1347,6.53,https://www.99.co/singapore/commercial/rent/property/keck-seng-tower-office-AUYToXhYkAMqU76Uwgue7x#enquiry_source--Search
126,International Building,D9,Orchard Rd,9780,1223,8.0,https://www.99.co/singapore/commercial/rent/property/international-building-office-Bjf2XHfLTQ56ruRmJ3c6Fz#enquiry_source--Search
127,Peninsula Plaza,D6,Nth Bridge Rd,9870,1732,5.7,https://www.99.co/singapore/commercial/rent/property/peninsula-plaza-office-CekEyNRQLNjCMvWCCFU7pn#enquiry_source--Search
128,Peninsula Plaza,D6,Nth Bridge Rd,14916,2486,6.0,https://www.99.co/singapore/commercial/rent/property/peninsula-plaza-office-RuCDSGyUh55j8D9opfij4f#enquiry_source--Search
129,Peninsula Plaza,D6,Nth Bridge Rd,12000,2185,5.49,https://www.99.co/singapore/commercial/rent/property/peninsula-plaza-office-VvDaCK42mw6VaMdeoPMKJn#enquiry_source--Search
130,Peninsula Plaza,D6,Nth Bridge Rd,9872,1732,5.7,https://www.99.co/singapore/commercial/rent/property/peninsula-plaza-office-b6ae4RmYQ2VPUqFm5LQ8rS#enquiry_source--Search
131,Amtech Building,D20,Sin Ming Rd,3100,721,4.3,https://www.99.co/singapore/commercial/rent/property/amtech-building-office-YJe9e55xr2ray8W6E75TG6#enquiry_source--Search
132,International Building,D9,Orchard Rd,11900,1453,8.19,https://www.99.co/singapore/commercial/rent/property/international-building-office-XS5zVr5D3Vsjm7naxTUahp#enquiry_source--Search
133,Keck Seng Tower,D1,Cecil St,8300,1421,5.84,https://www.99.co/singapore/commercial/rent/property/keck-seng-tower-office-d838ZP8rvXSKEJkQVSaWc8#enquiry_source--Search
134,Guthrie House,D10,Fifth Ave,9450,1350,7.0,https://www.99.co/singapore/commercial/rent/property/guthrie-house-office-mBMDJwfEETHmjLERu7ZiQS#enquiry_source--Search
135,Keck Seng Tower,D1,Cecil St,8700,1347,6.46,https://www.99.co/singapore/commercial/rent/property/keck-seng-tower-office-mRiLtEQo3XBPvgWpP4jYjV#enquiry_source--Search
136,Orchard Rendezvous Hotel,D10,Tanglin Rd,9175,1119,8.2,https://www.99.co/singapore/commercial/rent/property/orchard-rendezvous-hotel-office-PPZPkubbYWEzVENHxD9vwf#enquiry_source--Search
137,Regency House,D9,Penang Rd,18241,2465,7.4,https://www.99.co/singapore/commercial/rent/property/regency-house-office-U9shzQbQRUqdxkDrQJDZCR#enquiry_source--Search
138,Woods Square,D25,Woodlands Square,16000,3337,4.79,https://www.99.co/singapore/commercial/rent/property/woods-square-office-7c4pSioE2EPAqbc53AH46N#enquiry_source--Search
139,Woods Square,D25,Woodlands Square,2632,560,4.7,https://www.99.co/singapore/commercial/rent/property/woods-square-office-6Rw6mBCtTcdveR8xdBmffo#enquiry_source--Search
140,One Raffles Place,D1,Raffles Pl,52000,4672,11.13,https://www.99.co/singapore/commercial/rent/property/one-raffles-place-office-wLiTnFtfQv8Mgi9GMsktEo#enquiry_source--Search
141,Cecil Building,D1,Cecil St,168000,20000,8.4,https://www.99.co/singapore/commercial/rent/property/cecil-building-office-VLjFj2FvpveuqEzGv2X6PV#enquiry_source--Search
142,Bugis Junction Towers,D7,Victoria St,94278,9924,9.5,https://www.99.co/singapore/commercial/rent/property/bugis-junction-towers-office-TvAH82kLeAjyyVtoaE8Lws#enquiry_source--Search
143,Cecil Building,D1,Cecil St,36800,5575,6.6,https://www.99.co/singapore/commercial/rent/property/cecil-building-office-jQFxxDYLcjZ5SUKYGKToRQ#enquiry_source--Search
144,Union Building,D2,Tras St,2500,620,4.03,https://www.99.co/singapore/commercial/rent/property/union-building-office-EfFkCxzvG7ayANjmRRTb8T#enquiry_source--Search
145,Pekin Street,D1,Pekin St,11800,1816,6.5,https://www.99.co/singapore/commercial/rent/property/pekin-street-office-B2h8UmSyGr2o3vwsxyV9M6#enquiry_source--Search
146,Regency House,D9,Penang Rd,12168,1690,7.2,https://www.99.co/singapore/commercial/rent/property/regency-house-office-3Vb5uxHxQvQHMcRHtr7TRC#enquiry_source--Search
